Weak_foot,Ball_Control,Dribbling,Marking,Attacking_Position,Interceptions,Short_Pass,Long_Pass,Acceleration,Speed,Strength,Agility,Jumping,Heading,Shot_Power,Curve,Rating,edad,Club_Pos_Num
3,75,76,68,74,74,76,72,86,78,66,88,90,70,76,64,75,27,27
4,73,77,28,75,35,68,58,92,91,60,86,89,58,73,81,75,29,22
2,72,71,29,76,29,62,37,62,71,90,53,64,77,83,40,75,26,27
3,33,19,10,10,13,32,40,41,35,69,31,63,20,39,18,75,27,4
3,76,73,73,72,76,76,75,69,70,73,70,70,66,79,71,75,28,21
3,68,48,68,57,80,74,72,65,62,73,57,71,50,54,47,75,30,19
4,74,75,61,82,69,74,67,79,72,77,85,81,68,82,48,75,27,27
4,63,57,76,42,69,63,52,67,66,78,74,85,74,50,38,75,29,17
3,74,72,77,53,74,74,73,75,72,65,78,73,57,67,71,75,30,25
5,79,79,28,74,31,76,49,75,74,64,79,78,70,74,71,75,27,22
2,76,75,74,71,74,74,73,76,77,50,77,72,61,68,68,75,29,25
3,77,80,28,72,34,74,70,79,76,37,83,54,41,63,72,75,25,27
3,71,75,68,69,69,77,68,77,78,70,72,81,70,75,75,75,30,27
3,63,50,76,38,73,66,66,64,67,85,48,54,78,85,76,75,30,27
3,72,69,75,37,73,74,69,73,68,78,70,72,72,60,66,75,28,17
3,74,74,72,75,69,72,68,85,82,66,83,60,60,73,72,75,26,16
4,75,78,33,74,37,75,70,80,79,58,83,76,57,75,73,75,30,27
3,74,71,69,74,68,82,75,68,68,60,74,48,55,72,70,75,26,25
2,70,65,22,75,21,67,51,65,73,82,58,85,79,85,58,75,28,27
3,75,79,23,70,30,72,65,90,92,63,87,69,50,72,73,75,27,11
2,76,64,70,69,78,73,65,72,74,72,66,78,68,64,61,75,31,17
3,73,75,68,63,68,74,62,78,77,77,72,73,60,60,67,75,30,6
2,77,64,58,57,69,80,77,54,55,84,50,78,78,77,66,75,26,3
3,73,65,15,78,30,64,49,51,58,90,49,42,82,85,51,75,30,26
4,74,77,36,72,48,70,63,90,84,65,83,76,58,78,72,75,26,23
3,69,70,36,70,40,73,72,83,86,73,76,50,50,82,74,75,28,27
3,67,51,74,36,76,74,80,38,35,81,54,65,71,81,73,75,30,1
4,72,72,70,63,73,71,70,85,79,59,83,72,56,72,57,75,27,6
3,73,68,25,80,32,69,57,67,63,68,70,56,68,70,74,75,27,27
4,76,75,52,77,58,74,67,77,77,59,84,48,66,74,75,75,30,21
3,33,16,19,20,30,41,32,56,43,70,45,76,17,30,18,75,29,4
3,76,75,70,69,68,75,76,69,75,72,76,73,70,73,70,75,29,27
4,74,75,17,69,49,72,64,78,87,78,75,91,77,76,68,75,29,27
3,62,54,72,24,79,65,63,76,75,79,67,85,76,42,36,75,27,27
2,75,72,70,61,76,78,75,68,68,77,65,72,69,72,69,75,28,9
4,71,73,72,67,65,70,66,85,85,62,77,76,68,62,75,75,29,6
4,78,86,30,64,30,69,61,88,84,47,90,51,33,75,75,75,29,13
2,79,70,63,68,71,78,79,66,64,70,74,60,72,80,74,75,32,27
3,75,74,75,69,70,75,74,79,74,72,76,76,68,83,74,75,28,14
3,42,38,77,32,76,72,70,34,53,90,32,54,79,66,36,75,31,27
4,76,79,18,83,14,73,59,93,91,52,93,73,49,68,79,75,30,22
3,74,74,19,74,24,65,47,87,85,80,84,74,73,73,78,75,27,26
3,74,68,69,68,78,76,75,78,74,68,76,68,59,76,68,75,30,25
3,77,75,33,76,54,72,70,70,69,75,71,73,74,72,69,75,28,13
2,73,73,52,69,69,74,69,89,87,72,83,83,47,85,66,75,27,8
4,77,78,19,76,22,71,63,84,85,56,81,56,58,73,69,75,29,13
3,62,60,70,49,75,69,64,67,77,84,55,75,78,70,59,75,29,27
4,74,76,29,67,28,66,65,90,88,78,81,51,50,80,65,75,26,21
2,73,75,71,72,71,72,73,83,78,75,77,71,53,85,81,75,29,27
4,76,74,14,77,18,74,68,70,68,57,74,67,62,73,74,75,29,0
4,79,77,49,66,59,79,80,60,55,71,76,65,71,82,76,75,26,27
2,21,12,19,14,21,27,22,39,47,67,47,72,12,18,16,75,30,4
2,62,52,76,30,76,60,65,64,64,74,58,76,76,75,41,75,27,17
2,78,74,64,69,74,76,77,75,80,59,76,73,75,69,73,75,30,6
4,70,71,69,70,74,79,72,78,76,69,76,70,68,74,74,75,28,19
3,79,77,13,67,43,73,75,84,79,55,82,34,45,73,79,75,33,21
3,68,64,71,54,73,73,66,76,75,68,71,73,70,68,43,75,29,16
2,72,68,35,77,48,66,55,69,69,79,66,76,80,80,59,75,30,27
3,74,69,79,65,70,79,78,59,55,75,62,82,73,75,80,75,29,7
3,67,64,77,64,77,70,69,68,69,78,66,66,75,68,43,75,28,16
3,76,76,70,64,72,74,68,77,76,67,76,84,80,60,52,75,31,16
2,71,74,67,74,67,73,74,89,88,65,77,86,64,70,38,75,27,6
3,63,60,76,44,72,69,61,69,73,77,72,83,73,36,47,75,28,17
4,72,77,13,74,21,72,71,84,80,71,76,86,38,81,70,75,28,23
2,70,72,74,69,69,69,66,79,86,72,74,71,64,75,64,75,29,6
5,73,72,56,68,71,80,75,69,69,74,76,70,49,76,64,75,28,9
3,75,72,68,66,77,76,74,66,69,79,69,66,70,76,60,75,28,27
3,75,75,71,70,73,77,75,77,78,69,78,70,71,83,75,75,28,27
4,77,79,36,70,39,71,67,85,80,58,81,67,59,72,66,75,29,21
4,78,84,29,69,33,73,64,77,85,77,84,80,52,81,77,75,28,27
4,67,56,76,58,72,63,78,50,52,84,59,85,73,57,63,75,29,27
2,55,41,69,41,74,61,62,62,62,78,69,85,79,65,46,75,29,25
3,76,74,28,75,32,61,48,78,76,64,75,85,74,74,76,75,27,26
3,65,48,70,46,70,73,69,69,72,84,62,73,76,61,30,75,27,7
4,75,72,72,70,75,75,72,64,64,75,73,78,78,77,66,75,26,27
3,75,69,75,64,76,76,72,64,62,69,74,73,67,77,60,75,30,27
3,71,67,78,69,80,70,66,63,61,79,62,71,74,74,62,75,32,25
3,66,58,76,24,79,65,65,52,54,82,48,74,75,59,30,75,29,17
3,75,75,76,70,67,75,72,78,79,58,79,65,57,69,72,75,31,27
2,68,46,74,42,79,42,37,33,45,88,47,46,76,52,49,75,29,7
3,69,55,76,52,80,69,66,48,52,85,48,58,71,81,59,75,33,2
3,71,72,71,66,73,73,68,76,74,60,78,70,43,67,73,75,31,6
3,74,70,17,84,12,68,66,28,32,82,44,34,82,88,77,75,34,27
3,24,15,19,12,16,39,33,59,60,67,42,75,14,32,12,75,29,27
4,74,57,78,44,79,69,59,59,60,75,56,69,65,56,56,75,31,27
3,66,59,76,40,75,64,60,53,53,85,50,64,76,55,32,75,29,17
3,60,59,79,50,82,62,62,63,67,78,56,71,77,70,69,75,33,6
3,80,79,24,71,41,75,67,82,84,76,73,66,59,72,79,75,30,27
3,70,69,79,59,78,75,73,67,68,72,69,63,66,69,61,75,31,16
2,75,68,66,65,72,77,77,66,65,73,69,69,66,77,72,75,30,8
3,62,58,78,35,78,58,56,68,68,74,67,84,70,62,59,75,31,7
3,70,65,67,68,80,75,69,44,38,78,56,67,73,71,61,75,32,9
3,75,71,70,74,73,79,75,64,65,73,67,72,73,73,70,75,30,27
3,70,63,76,53,73,69,67,74,72,76,64,72,73,71,47,75,30,27
3,75,70,53,82,53,74,71,76,77,71,80,80,76,82,79,75,29,11
3,76,77,29,72,42,76,70,76,73,50,77,74,65,75,77,75,34,0
4,75,72,51,75,54,78,76,72,71,58,73,34,58,70,58,75,32,5
3,73,71,33,76,42,72,64,68,75,77,71,82,74,73,69,75,30,27
2,20,15,14,13,22,32,32,51,49,71,48,65,14,22,13,75,30,27
3,69,71,29,77,30,66,51,78,78,77,76,92,80,75,60,75,33,12
2,55,44,78,35,76,68,60,63,67,75,60,69,77,59,30,75,31,27
4,76,68,38,79,65,74,71,73,76,76,72,81,76,69,55,75,29,13
3,74,68,75,60,78,72,70,78,68,64,70,74,63,46,69,75,28,6
4,79,72,60,68,58,76,73,69,68,69,83,62,56,76,76,75,32,8
5,75,68,75,60,71,76,72,65,62,74,66,78,77,68,56,75,32,7
4,74,72,62,65,65,82,76,64,62,69,63,71,59,67,61,75,31,19
3,67,59,62,58,79,75,69,54,64,76,64,78,67,74,52,75,31,9
2,73,64,72,53,78,69,71,56,67,78,55,40,71,57,72,75,31,16
3,77,77,66,66,72,74,75,52,55,89,53,32,66,73,70,75,33,8
3,73,69,74,64,76,69,66,77,82,75,68,77,64,80,67,75,32,25
2,67,51,76,44,76,66,62,66,66,74,63,67,71,65,46,75,30,17
3,49,45,79,20,79,45,45,34,54,92,32,68,78,72,19,75,34,27
3,63,51,77,44,79,68,63,62,66,72,56,79,74,44,25,75,32,7
3,12,8,15,14,22,12,13,40,41,68,50,41,14,34,12,75,30,4
3,74,70,70,48,72,75,70,66,68,74,72,90,61,62,36,75,28,19
3,33,14,13,11,18,33,34,41,44,60,50,61,16,36,15,75,30,4
3,67,64,75,58,77,64,58,76,72,72,64,79,70,37,44,75,30,16
3,77,81,27,69,30,74,67,83,78,56,85,67,46,62,84,75,29,21
3,64,30,79,42,77,66,56,38,49,72,48,63,73,43,40,75,34,7
4,76,74,43,73,43,73,75,76,64,59,72,64,62,73,79,75,32,20
3,24,13,14,15,20,33,32,59,48,65,56,75,12,23,11,75,33,27
4,66,58,74,58,72,72,69,82,86,72,63,73,70,53,52,75,31,27
3,73,81,27,76,39,75,57,72,69,65,62,71,68,61,71,75,33,11
3,68,46,72,36,73,71,66,52,53,77,58,66,65,67,38,73,31,27
3,68,67,73,64,74,75,69,66,66,74,72,70,68,62,52,75,33,3
4,78,74,51,74,58,77,71,68,59,69,68,61,56,70,44,75,30,27
4,59,56,72,35,78,60,55,51,73,81,33,83,70,68,65,75,36,17
3,75,75,46,74,56,75,70,75,79,73,74,59,59,73,63,75,32,27
4,75,80,35,74,42,74,79,78,71,57,77,59,46,65,83,75,30,27
3,76,76,75,67,74,75,73,68,73,76,73,71,68,74,79,75,30,27
4,70,67,19,82,42,63,45,76,74,65,75,70,65,75,61,75,32,12
3,77,74,64,70,59,76,74,51,55,67,65,70,66,81,86,75,32,0
2,84,82,24,76,34,79,71,69,66,62,69,52,61,81,79,75,34,27
3,24,10,13,13,22,35,36,47,51,57,54,69,10,22,10,75,31,27
3,73,65,76,51,75,73,70,59,64,80,58,67,73,41,32,75,32,27
3,77,75,41,80,53,72,63,75,74,76,78,84,76,74,67,75,31,27
3,58,49,74,40,71,58,65,67,64,77,63,82,65,71,56,75,34,17
3,79,76,63,65,55,76,75,69,69,82,56,62,66,75,63,75,31,0
3,57,45,73,29,72,60,52,32,30,87,30,63,75,68,42,75,32,7
3,76,75,43,71,65,76,76,74,69,56,71,70,46,70,78,75,36,24
3,62,48,76,47,71,64,68,53,55,78,62,88,79,72,56,75,33,17
2,75,74,71,75,67,69,66,84,82,85,88,63,64,67,77,75,33,6
4,77,74,75,69,82,74,73,80,78,62,82,87,65,62,68,75,31,11
2,58,39,76,34,70,69,67,50,52,82,49,54,83,67,44,75,32,1
2,75,74,60,74,66,77,78,50,48,77,65,48,55,85,89,75,33,27
3,78,82,33,71,34,71,60,83,82,75,78,81,69,85,70,75,31,11
3,72,61,73,69,77,74,71,63,57,75,62,70,70,78,65,75,33,27
3,80,82,34,67,51,72,69,79,77,57,91,57,60,72,73,75,31,11
2,59,39,76,40,68,73,56,49,49,81,58,73,77,48,49,75,33,7
3,58,31,75,46,71,58,56,53,45,90,34,71,85,58,37,75,34,25
2,14,13,12,10,22,34,26,52,51,72,48,71,14,23,14,75,33,27
3,73,65,76,49,77,76,73,60,60,73,66,77,66,68,58,75,33,19
3,59,56,71,37,76,70,68,56,51,82,68,75,77,63,52,75,33,17
3,53,38,79,28,80,58,60,54,54,74,34,72,76,27,48,75,36,27
2,77,70,65,74,67,74,72,76,77,78,74,87,74,75,71,75,35,27
3,44,30,80,28,80,48,52,34,34,88,29,55,78,70,25,75,36,7
3,70,70,70,68,75,74,72,62,63,65,75,86,69,69,54,75,32,19
3,68,64,74,59,74,70,71,92,83,60,75,70,58,59,63,75,33,16
3,69,58,78,53,75,73,71,74,75,51,67,77,63,64,53,75,35,16
4,72,63,75,64,74,77,75,76,78,46,84,61,67,68,64,75,37,16
3,73,64,80,55,73,75,66,69,68,72,64,82,65,72,65,75,34,7
2,13,14,10,12,18,23,28,59,43,65,57,65,13,24,25,75,33,4
3,65,54,79,59,78,73,68,63,70,77,59,68,65,72,56,75,34,27
4,71,60,58,68,79,77,73,60,54,76,68,79,55,80,52,75,33,27
3,74,70,68,58,75,75,71,53,58,86,52,73,69,73,70,75,36,9
3,80,80,47,74,37,68,69,75,76,50,82,78,44,72,73,75,37,27
2,17,15,13,12,22,38,36,42,43,62,48,63,13,25,11,75,33,27
3,74,72,59,73,59,80,77,68,68,75,68,71,58,75,74,75,34,18
3,81,74,30,70,49,79,78,61,57,59,71,62,47,74,75,75,36,27
3,21,14,13,13,24,21,30,48,50,63,33,63,14,22,19,75,32,27
3,23,13,17,12,10,25,24,43,31,49,31,63,10,21,11,75,35,4
3,75,70,69,70,73,78,76,68,69,72,62,72,69,79,49,75,33,27
4,76,72,15,81,20,70,48,55,52,84,58,63,78,76,70,75,33,27
2,35,11,15,11,17,12,29,29,32,72,56,68,13,12,13,75,35,4
3,76,75,64,75,77,76,73,69,69,69,68,70,64,85,68,75,31,8
3,73,72,61,75,61,72,61,67,68,84,76,76,74,73,64,75,34,27
3,74,72,62,72,72,74,74,55,55,74,68,71,63,72,70,75,35,18
3,73,60,72,55,81,72,70,55,55,78,55,75,75,73,49,75,34,27
